日時,9348.T,5595.T,402A.T,186A.T,Astra4_mean
2025-10-10 04:30:00+00:00,-0.0037105751391465214,-0.027860696517412964,-0.02130325814536338,-0.04390779363336994,-0.0241955808588232
2025-10-10 04:35:00+00:00,-0.007421150278293154,-0.027860696517412964,-0.020050125313283207,-0.047200878155872705,-0.025633212566215507
2025-10-10 04:40:00+00:00,-0.005565862708719838,-0.02935323383084576,-0.00877192982456143,-0.05049396267837536,-0.023546247260625597
2025-10-10 04:45:00+00:00,-0.005565862708719838,-0.030348258706467623,-0.020050125313283207,-0.04829857299670692,-0.026065704931294398
2025-10-10 04:50:00+00:00,-0.007421150278293154,-0.0313432835820896,-0.018796992481203034,-0.059275521405049436,-0.029209236936658806
2025-10-10 04:55:00+00:00,-0.00927643784786647,-0.038308457711442756,-0.028822055137844638,-0.06366630076838642,-0.03501831286638507
2025-10-10 05:00:00+00:00,-0.011131725417439675,-0.045273631840796025,-0.02506265664160401,-0.0680570801317234,-0.03738127350789078
2025-10-10 05:05:00+00:00,-0.00927643784786647,-0.04875621890547266,-0.02506265664160401,-0.06915477497255762,-0.03806252209187519
2025-10-10 05:10:00+00:00,-0.007421150278293154,-0.04875621890547266,-0.02631578947368418,-0.06476399560922064,-0.03681428856666766
2025-10-10 05:15:00+00:00,-0.007421150278293154,-0.04925373134328359,-0.02506265664160401,-0.06476399560922064,-0.03662538346810035
2025-10-10 05:20:00+00:00,-0.005565862708719838,-0.052238805970149294,-0.022556390977443663,-0.06256860592755209,-0.03573241639596622
2025-10-10 05:25:00+00:00,-0.0037105751391465214,-0.04825870646766173,-0.023809523809523836,-0.060373216245883654,-0.034038005415553935
2025-10-10 05:30:00+00:00,-0.0018552875695733162,-0.04228855721393032,-0.018796992481203034,-0.06256860592755209,-0.03137736079806469
2025-10-10 05:35:00+00:00,-0.0018552875695733162,-0.04378109452736323,-0.020050125313283207,-0.0680570801317234,-0.03343589688548579
2025-10-10 05:40:00+00:00,-0.0018552875695733162,-0.04427860696517416,-0.022556390977443663,-0.06256860592755209,-0.03281472285993581
2025-10-10 05:45:00+00:00,-0.0037105751391465214,-0.04626865671641789,-0.01754385964912286,-0.06366630076838642,-0.03279734806826842
2025-10-10 05:50:00+00:00,-0.0018552875695733162,-0.04378109452736323,-0.01754385964912286,-0.06256860592755209,-0.031437211918402874
2025-10-10 05:55:00+00:00,-0.005565862708719838,-0.037810945273631824,-0.020050125313283207,-0.06476399560922064,-0.032047732226213876
2025-10-10 06:00:00+00:00,-0.005565862708719838,-0.042786069651741254,-0.02631578947368418,-0.08232711306256857,-0.03924870872417846
2025-10-10 06:05:00+00:00,-0.005565862708719838,-0.040298507462686595,-0.02506265664160401,-0.07903402854006591,-0.03749026383826909
2025-10-10 06:10:00+00:00,-0.005565862708719838,-0.040298507462686595,-0.03007518796992481,-0.07793633369923159,-0.03846897296014071
2025-10-10 06:15:00+00:00,-0.007421150278293154,-0.03631840796019903,-0.03383458646616544,-0.08122941822173435,-0.03970089073159799
2025-10-10 06:20:00+00:00,-0.00927643784786647,-0.028358208955223896,-0.03508771929824561,-0.07464324917672882,-0.0368414038195162
