Date,AIN10
2025-09-17,208.18986402123008
2025-09-18,209.8239928522625
2025-09-19,213.6434529428674
2025-09-22,217.75408990347077
2025-09-23,215.3587451464805
2025-09-24,215.70965214015533
2025-09-25,211.71652729279052
2025-09-26,209.94176448691363
2025-09-29,211.73062642870343
2025-09-30,215.06632113736543
2025-10-01,216.83832976752376
2025-10-02,220.4620430970596
2025-10-03,216.91489278201206
2025-10-06,223.58592135660652
